,title,handle,created,product_type,price,sku,available,image
10,MAIA - GRANDE,maia-grande,2022-02-08T17:44:35+08:00,Swimwear,99.00,MAIRANTOPXL,True,"{'id': 28511163056224, 'created_at': '2022-02-08T17:44:35+08:00', 'position': 11, 'updated_at': '2022-02-08T17:44:35+08:00', 'product_id': 6595728048224, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/10.Triangl_image150-951.jpg?v=1644313475', 'width': 1400, 'height': 1786}"
11,MAIA - GRANDE - BOTTOM,maia-grande-bottom,2022-02-08T17:44:21+08:00,Bottoms,0.00,MAIRANBBOTXL,True,"{'id': 28511162695776, 'created_at': '2022-02-08T17:44:21+08:00', 'position': 2, 'updated_at': '2022-02-08T17:44:21+08:00', 'product_id': 6595728015456, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_GRANDE_FRONT.jpg?v=1644313461', 'width': 1400, 'height': 1786}"
12,LUNA - BONNE,luna-bonne,2022-02-08T17:45:55+08:00,CLOTHING,59.00,LUNBONSKIRTML,True,"{'id': 28511166136416, 'created_at': '2022-02-08T17:45:55+08:00', 'position': 8, 'updated_at': '2022-02-08T17:45:55+08:00', 'product_id': 6595728474208, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image196-1489.jpg?v=1644313555', 'width': 1400, 'height': 1786}"
13,LENNY - GRANDE,lenny-grande,2022-02-08T17:45:38+08:00,CLOTHING,79.00,LENRANSARONG,True,"{'id': 28511165415520, 'created_at': '2022-02-08T17:45:38+08:00', 'position': 8, 'updated_at': '2022-02-08T17:45:38+08:00', 'product_id': 6595728375904, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image46-1207.jpg?v=1644313538', 'width': 1400, 'height': 1786}"
14,CELESTE - BONNE,celeste-bonne,2022-02-08T17:45:46+08:00,Bottoms,79.00,CELBONBOTXL,True,"{'id': 28511165677664, 'created_at': '2022-02-08T17:45:47+08:00', 'position': 8, 'updated_at': '2022-02-08T17:45:47+08:00', 'product_id': 6595728408672, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.CELESTE_BONNE_HOVER.jpg?v=1644313547', 'width': 1400, 'height': 1786}"
15,MALA - ROCHE,mala-roche,2022-02-08T17:29:16+08:00,Swimwear,99.00,MALROCTOPXL,True,"{'id': 28511102828640, 'created_at': '2022-02-08T17:29:17+08:00', 'position': 9, 'updated_at': '2022-02-08T17:29:17+08:00', 'product_id': 6595718119520, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image193-1385.jpg?v=1644312557', 'width': 1400, 'height': 1786}"
16,MALA - ROCHE - BOTTOM,mala-roche-bottom,2022-02-08T17:29:06+08:00,Bottoms,0.00,MALROCBOTXL,True,"{'id': 28511102271584, 'created_at': '2022-02-08T17:29:07+08:00', 'position': 2, 'updated_at': '2022-02-08T17:29:07+08:00', 'product_id': 6595718086752, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MALA_ROCHE_FRONT.jpg?v=1644312547', 'width': 1400, 'height': 1786}"
17,VINCA - ROCHE,vinca-roche,2022-02-08T17:28:48+08:00,Swimwear,89.00,VINROCTOPXL,True,"{'id': 28511101845600, 'created_at': '2022-02-08T17:28:48+08:00', 'position': 9, 'updated_at': '2022-02-08T17:28:48+08:00', 'product_id': 6595717988448, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image79-673.jpg?v=1644312528', 'width': 1400, 'height': 1786}"
18,VINCA - ROCHE - BOTTOM,vinca-roche-bottom,2022-02-08T17:28:38+08:00,Bottoms,0.00,VINROCBOTXL,True,"{'id': 28511101059168, 'created_at': '2022-02-08T17:28:38+08:00', 'position': 2, 'updated_at': '2022-02-08T17:28:38+08:00', 'product_id': 6595717955680, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_ROCHE_FRONT.jpg?v=1644312518', 'width': 1400, 'height': 1786}"
19,MAIA - ROCHE,maia-roche,2022-02-08T17:28:21+08:00,Swimwear,89.00,MAIROCTOPXL,True,"{'id': 28511100469344, 'created_at': '2022-02-08T17:28:21+08:00', 'position': 11, 'updated_at': '2022-02-08T17:28:21+08:00', 'product_id': 6595717857376, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image158-1060.jpg?v=1644312501', 'width': 1400, 'height': 1786}"
20,MAIA - ROCHE - BOTTOM,maia-roche-bottom,2022-02-08T17:28:08+08:00,Bottoms,0.00,MAIROCBBOTXL,True,"{'id': 28511100108896, 'created_at': '2022-02-08T17:28:08+08:00', 'position': 2, 'updated_at': '2022-02-08T17:28:08+08:00', 'product_id': 6595717824608, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_ROCHE_FRONT.jpg?v=1644312488', 'width': 1400, 'height': 1786}"
21,LENNY - VILLE,lenny-ville,2022-02-08T17:29:25+08:00,CLOTHING,79.00,LENVILSARONG,True,"{'id': 28511103025248, 'created_at': '2022-02-08T17:29:25+08:00', 'position': 7, 'updated_at': '2022-02-15T06:10:04+08:00', 'product_id': 6595718152288, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/6.LENNY_VILLE_FRONTcopy.jpg?v=1644876604', 'width': 1400, 'height': 1786}"
22,GRETA - VILLE,greta-ville,2022-02-08T17:29:03+08:00,Swimwear,89.00,GREVILTOPXL,True,"{'id': 28511102206048, 'created_at': '2022-02-08T17:29:03+08:00', 'position': 9, 'updated_at': '2022-02-08T17:29:03+08:00', 'product_id': 6595718053984, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image200-1518.jpg?v=1644312543', 'width': 1400, 'height': 1786}"
23,GRETA - VILLE - BOTTOM,greta-ville-bottom,2022-02-08T17:28:51+08:00,Bottoms,0.00,GREVILBOTXL,True,"{'id': 28511101911136, 'created_at': '2022-02-08T17:28:51+08:00', 'position': 2, 'updated_at': '2022-02-08T17:28:51+08:00', 'product_id': 6595718021216, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_VILLE_FRONT.jpg?v=1644312531', 'width': 1400, 'height': 1786}"
24,VINCA - VILLE,vinca-ville,2022-02-08T17:28:34+08:00,Swimwear,89.00,VINVILTOPXL,True,"{'id': 28511100993632, 'created_at': '2022-02-08T17:28:35+08:00', 'position': 9, 'updated_at': '2022-02-08T17:28:35+08:00', 'product_id': 6595717922912, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image78-672.jpg?v=1644312515', 'width': 1400, 'height': 1786}"
25,VINCA - VILLE - BOTTOM,vinca-ville-bottom,2022-02-08T17:28:25+08:00,Bottoms,0.00,VINVILBOTXL,True,"{'id': 28511100534880, 'created_at': '2022-02-08T17:28:25+08:00', 'position': 2, 'updated_at': '2022-02-08T17:28:25+08:00', 'product_id': 6595717890144, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_VILLE_FRONT.jpg?v=1644312505', 'width': 1400, 'height': 1786}"
26,MACI - VILLE,maci-ville,2022-02-08T17:28:04+08:00,Swimwear,89.00,MICVILTOPXL,True,"{'id': 28511098896480, 'created_at': '2022-02-08T17:28:04+08:00', 'position': 11, 'updated_at': '2022-02-08T17:28:04+08:00', 'product_id': 6595717759072, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/Triangl_image81-685.jpg?v=1644312484', 'width': 1400, 'height': 1786}"
27,MACI - VILLE - BOTTOM,maci-ville-bottom,2022-02-08T17:27:49+08:00,Bottoms,0.00,MICVILBBOTXL,True,"{'id': 28511097782368, 'created_at': '2022-02-08T17:27:49+08:00', 'position': 2, 'updated_at': '2022-02-08T17:27:49+08:00', 'product_id': 6595717726304, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MACI_VILLE_FRONT.jpg?v=1644312469', 'width': 1400, 'height': 1786}"
28,LUNA - SALIERE,luna-saliere,2021-12-29T20:40:55+08:00,CLOTHING,59.00,LUNSALSKIRTML,True,"{'id': 28445998710880, 'created_at': '2022-01-07T23:40:01+08:00', 'position': 8, 'updated_at': '2022-01-07T23:40:03+08:00', 'product_id': 6588881731680, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image35-167.jpg?v=1641570003', 'width': 1400, 'height': 1786}"
29,GRETA - SALIERE,greta-saliere,2021-12-29T20:40:46+08:00,Swimwear,89.00,GRESALTOPXL,True,"{'id': 28445998219360, 'created_at': '2022-01-07T23:39:19+08:00', 'position': 9, 'updated_at': '2022-01-07T23:39:21+08:00', 'product_id': 6588881698912, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image19-1388.jpg?v=1641569961', 'width': 1400, 'height': 1786}"
30,GRETA - SALIERE - BOTTOM,greta-saliere-bottom,2021-12-29T20:40:37+08:00,Bottoms,0.00,GRESALBOTXL,True,"{'id': 28428484706400, 'created_at': '2021-12-29T20:40:37+08:00', 'position': 2, 'updated_at': '2021-12-29T20:40:37+08:00', 'product_id': 6588881666144, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_SALLIERE_FRONTcopy.jpg?v=1640781637', 'width': 1400, 'height': 1786}"
31,VINCA - SALIERE,vinca-saliere,2021-12-29T20:40:34+08:00,Swimwear,89.00,VINSALTOPXL,False,"{'id': 28445999038560, 'created_at': '2022-01-07T23:40:23+08:00', 'position': 9, 'updated_at': '2022-01-07T23:40:24+08:00', 'product_id': 6588881633376, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image40-440.jpg?v=1641570024', 'width': 1400, 'height': 1786}"
32,VINCA - SALIERE - BOTTOM,vinca-saliere-bottom,2021-12-29T20:40:24+08:00,Bottoms,0.00,VINSALBOTXL,False,"{'id': 28428484378720, 'created_at': '2021-12-29T20:40:25+08:00', 'position': 2, 'updated_at': '2021-12-29T20:40:25+08:00', 'product_id': 6588881600608, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_SALIERE_FRONTcopy.jpg?v=1640781625', 'width': 1400, 'height': 1786}"
33,MACI - SALIERE,maci-saliere,2021-12-29T20:40:19+08:00,Swimwear,89.00,MACSALTOPXL,True,"{'id': 28445998252128, 'created_at': '2022-01-07T23:39:43+08:00', 'position': 11, 'updated_at': '2022-01-07T23:39:44+08:00', 'product_id': 6588881567840, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image3-247.jpg?v=1641569984', 'width': 1400, 'height': 1786}"
34,MACI - SALIERE - BOTTOM,maci-saliere-bottom,2021-12-29T20:40:07+08:00,Bottoms,0.00,MACSALBBOTXL,True,"{'id': 28428483985504, 'created_at': '2021-12-29T20:40:07+08:00', 'position': 2, 'updated_at': '2021-12-29T20:40:07+08:00', 'product_id': 6588881535072, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MACI_SALIERE_FRONTcopy.jpg?v=1640781607', 'width': 1400, 'height': 1786}"
35,CELESTE - CIRRUS,celeste-cirrus,2021-12-29T20:33:14+08:00,Bottoms,69.00,CELCIRABOTXL,True,"{'id': 28445996908640, 'created_at': '2022-01-07T23:35:46+08:00', 'position': 8, 'updated_at': '2022-01-07T23:35:48+08:00', 'product_id': 6588881469536, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image50-2333.jpg?v=1641569748', 'width': 1400, 'height': 1786}"
36,RHIAN - CIRRUS,rhian-cirrus,2021-12-29T20:33:07+08:00,Swimwear,109.00,RHICIRTOPXL,True,"{'id': 28445996974176, 'created_at': '2022-01-07T23:36:28+08:00', 'position': 9, 'updated_at': '2022-01-07T23:36:29+08:00', 'product_id': 6588881436768, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image62-670.jpg?v=1641569789', 'width': 1400, 'height': 1786}"
37,RHIAN - CIRRUS - BOTTOM,rhian-cirrus-bottom,2021-12-29T20:32:59+08:00,Bottoms,0.00,RHICIRBOTXL,True,"{'id': 28428479758432, 'created_at': '2021-12-29T20:32:59+08:00', 'position': 2, 'updated_at': '2021-12-29T20:32:59+08:00', 'product_id': 6588881404000, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.RHIAN_CIRRUS_FRONTcopy.jpg?v=1640781179', 'width': 1400, 'height': 1786}"
38,VINCA - CIRRUS,vinca-cirrus,2021-12-29T20:32:42+08:00,Swimwear,99.00,VANCIRTOPXL,True,"{'id': 28445997334624, 'created_at': '2022-01-07T23:36:54+08:00', 'position': 9, 'updated_at': '2022-01-07T23:36:55+08:00', 'product_id': 6588881305696, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image46-285.jpg?v=1641569815', 'width': 1400, 'height': 1786}"
39,VINCA - CIRRUS - BOTTOM,vinca-cirrus-bottom,2021-12-29T20:32:34+08:00,Bottoms,0.00,VANCIRBOTXL,True,"{'id': 28428479103072, 'created_at': '2021-12-29T20:32:34+08:00', 'position': 2, 'updated_at': '2021-12-29T20:32:34+08:00', 'product_id': 6588881272928, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_CIRRUS_FRONTcopy.jpg?v=1640781154', 'width': 1400, 'height': 1786}"
40,MICA - CIRRUS,mica-cirrus,2021-12-29T20:32:17+08:00,Swimwear,99.00,MICCIRTOPXL,True,"{'id': 28445996941408, 'created_at': '2022-01-07T23:36:08+08:00', 'position': 11, 'updated_at': '2022-01-07T23:36:10+08:00', 'product_id': 6588881174624, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image31-334.jpg?v=1641569770', 'width': 1400, 'height': 1786}"
41,MICA - CIRRUS - BOTTOM,mica-cirrus-bottom,2021-12-29T20:32:07+08:00,Bottoms,0.00,MICCIRBBOTXL,False,"{'id': 28428478316640, 'created_at': '2021-12-29T20:32:07+08:00', 'position': 2, 'updated_at': '2021-12-29T20:32:07+08:00', 'product_id': 6588881109088, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MICA_CIRRUS_FRONT.jpg?v=1640781127', 'width': 1400, 'height': 1786}"
42,ASTER - SEVILLE,aster-seville,2021-12-29T20:32:54+08:00,Swimwear,99.00,ASTSEVTOPXL,True,"{'id': 28445994123360, 'created_at': '2022-01-07T23:30:51+08:00', 'position': 9, 'updated_at': '2022-01-07T23:30:53+08:00', 'product_id': 6588881371232, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image60-2256.jpg?v=1641569453', 'width': 1400, 'height': 1786}"
43,ASTER - SEVILLE - BOTTOM,aster-seville-bottom,2021-12-29T20:32:45+08:00,Bottoms,0.00,ASTSEVBOTXL,True,"{'id': 28428479430752, 'created_at': '2021-12-29T20:32:45+08:00', 'position': 2, 'updated_at': '2021-12-29T20:32:45+08:00', 'product_id': 6588881338464, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.ASTER_SEVILLE_FRONTcopy.jpg?v=1640781165', 'width': 1400, 'height': 1786}"
44,VINCA - SEVILLE,vinca-seville,2021-12-29T20:32:31+08:00,Swimwear,99.00,VINSEVTOPXL,True,"{'id': 28445994451040, 'created_at': '2022-01-07T23:31:42+08:00', 'position': 9, 'updated_at': '2022-01-07T23:31:44+08:00', 'product_id': 6588881240160, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/10.Triangl_image8-1714.jpg?v=1641569504', 'width': 1400, 'height': 1786}"
45,VINCA - SEVILLE - BOTTOM,vinca-seville-bottom,2021-12-29T20:32:20+08:00,Bottoms,0.00,VINSEVBOTXL,True,"{'id': 28428478775392, 'created_at': '2021-12-29T20:32:21+08:00', 'position': 2, 'updated_at': '2021-12-29T20:32:21+08:00', 'product_id': 6588881207392, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_SEVILLE_FRONTcopy.jpg?v=1640781141', 'width': 1400, 'height': 1786}"
46,MICA - SEVILLE,mica-seville,2021-12-29T20:32:03+08:00,Swimwear,99.00,MICSEVTOPXL,True,"{'id': 28445994287200, 'created_at': '2022-01-07T23:31:14+08:00', 'position': 11, 'updated_at': '2022-01-07T23:31:16+08:00', 'product_id': 6588881076320, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image54-710.jpg?v=1641569476', 'width': 1400, 'height': 1786}"
47,MICA - SEVILLE - BOTTOM,mica-seville-bottom,2021-12-29T20:31:52+08:00,Bottoms,0.00,MICSEVBBOTXL,True,"{'id': 28428477923424, 'created_at': '2021-12-29T20:31:52+08:00', 'position': 2, 'updated_at': '2021-12-29T20:31:52+08:00', 'product_id': 6588881043552, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MICA_SEVILLE_FRONTcopy.jpg?v=1640781112', 'width': 1400, 'height': 1786}"
48,LUNA - JADED SPARKLE,luna-jaded-sparkle,2021-12-29T20:20:53+08:00,CLOTHING,59.00,LUNJADSKIRTML,False,"{'id': 28445995139168, 'created_at': '2022-01-07T23:33:17+08:00', 'position': 8, 'updated_at': '2022-01-07T23:33:19+08:00', 'product_id': 6588880945248, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image56-1861.jpg?v=1641569599', 'width': 1400, 'height': 1786}"
49,CECE - JADED SPARKLE,cece-jaded-sparkle,2021-12-29T20:20:45+08:00,OnePiece,119.00,CECJADOPXL,True,"{'id': 28445995106400, 'created_at': '2022-01-07T23:32:59+08:00', 'position': 9, 'updated_at': '2022-01-07T23:33:00+08:00', 'product_id': 6588880912480, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image48-1066.jpg?v=1641569580', 'width': 1400, 'height': 1786}"
50,MALA - JADED SPARKLE,mala-jaded-sparkle,2021-12-29T20:20:27+08:00,Swimwear,99.00,MALJADTOPXL,True,"{'id': 28445995270240, 'created_at': '2022-01-07T23:34:00+08:00', 'position': 9, 'updated_at': '2022-01-07T23:34:02+08:00', 'product_id': 6588880846944, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image45-1668.jpg?v=1641569642', 'width': 1400, 'height': 1786}"
51,MALA - JADED SPARKLE - BOTTOM,mala-jaded-sparkle-bottom,2021-12-29T20:20:19+08:00,Bottoms,0.00,MALJADBOTXL,True,"{'id': 28428471763040, 'created_at': '2021-12-29T20:20:19+08:00', 'position': 2, 'updated_at': '2021-12-29T20:20:19+08:00', 'product_id': 6588880814176, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MALA_JADEDSPARKLE_FRONTcopy.jpg?v=1640780419', 'width': 1400, 'height': 1786}"
52,VINCA - JADED SPARKLE,vinca-jaded-sparkle,2021-12-29T20:20:01+08:00,Swimwear,89.00,VINJADTOPXL,True,"{'id': 28445995303008, 'created_at': '2022-01-07T23:34:31+08:00', 'position': 9, 'updated_at': '2022-01-07T23:34:32+08:00', 'product_id': 6588880715872, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image27-782.jpg?v=1641569672', 'width': 1400, 'height': 1786}"
53,VINCA - JADED SPARKLE - BOTTOM,vinca-jaded-sparkle-bottom,2021-12-29T20:19:53+08:00,Bottoms,0.00,VINJADBOTXL,True,"{'id': 28428469239904, 'created_at': '2021-12-29T20:19:53+08:00', 'position': 2, 'updated_at': '2021-12-29T20:19:53+08:00', 'product_id': 6588880683104, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_JADEDSPARKLE_FRONTcopy.jpg?v=1640780393', 'width': 1400, 'height': 1786}"
54,MAIA - JADED SPARKLE,maia-jaded-sparkle,2021-12-29T20:19:37+08:00,Swimwear,89.00,MAIJADTOPSPP,True,"{'id': 28445995237472, 'created_at': '2022-01-07T23:33:35+08:00', 'position': 11, 'updated_at': '2022-01-07T23:33:37+08:00', 'product_id': 6588880584800, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image56-1861.jpg?v=1641569617', 'width': 1400, 'height': 1786}"
55,MAIA - JADED SPARKLE - BOTTOM,maia-jaded-sparkle-bottom,2021-12-29T20:19:26+08:00,Bottoms,0.00,MAIJADBBOTXL,True,"{'id': 28428468519008, 'created_at': '2021-12-29T20:19:26+08:00', 'position': 2, 'updated_at': '2021-12-29T20:19:26+08:00', 'product_id': 6588880552032, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_JADEDSPARKLE_FRONTcopy.jpg?v=1640780366', 'width': 1400, 'height': 1786}"
56,CELESTE - SAPHO,celeste-sapho,2021-12-29T20:20:35+08:00,Bottoms,69.00,CELSAPABOTXL,True,"{'id': 28445997498464, 'created_at': '2022-01-07T23:37:32+08:00', 'position': 8, 'updated_at': '2022-01-07T23:37:33+08:00', 'product_id': 6588880879712, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image64-217.jpg?v=1641569853', 'width': 1400, 'height': 1786}"
57,VANCE - SAPHO,vance-sapho,2021-12-29T20:20:15+08:00,Swimwear,99.00,VANSAPTOPXL,False,"{'id': 28445998153824, 'created_at': '2022-01-07T23:38:22+08:00', 'position': 9, 'updated_at': '2022-01-07T23:38:24+08:00', 'product_id': 6588880781408, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image5-253.jpg?v=1641569904', 'width': 1400, 'height': 1786}"
58,VANCE - SAPHO - BOTTOM,vance-sapho-bottom,2021-12-29T20:20:04+08:00,Bottoms,0.00,VANSAPBOTXL,False,"{'id': 28428469567584, 'created_at': '2021-12-29T20:20:04+08:00', 'position': 2, 'updated_at': '2021-12-29T20:20:04+08:00', 'product_id': 6588880748640, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VANCE_SAPHO_FRONTcopy.jpg?v=1640780404', 'width': 1400, 'height': 1786}"
59,VINCA - SAPHO,vinca-sapho,2021-12-29T20:19:49+08:00,Swimwear,99.00,VINSAPTOPXL,True,"{'id': 28445998186592, 'created_at': '2022-01-07T23:38:43+08:00', 'position': 9, 'updated_at': '2022-01-07T23:38:45+08:00', 'product_id': 6588880650336, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image61-2258.jpg?v=1641569925', 'width': 1400, 'height': 1786}"
60,VINCA - SAPHO - BOTTOM,vinca-sapho-bottom,2021-12-29T20:19:41+08:00,Bottoms,0.00,VINSAPBOTXL,True,"{'id': 28428468912224, 'created_at': '2021-12-29T20:19:41+08:00', 'position': 2, 'updated_at': '2021-12-29T20:19:41+08:00', 'product_id': 6588880617568, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_SAPHO_FRONTcopy.jpg?v=1640780381', 'width': 1400, 'height': 1786}"
61,MAIA - SAPHO,maia-sapho,2021-12-29T20:19:23+08:00,Swimwear,99.00,MAISAPTOPSPP,True,"{'id': 28445997531232, 'created_at': '2022-01-07T23:37:58+08:00', 'position': 11, 'updated_at': '2022-01-07T23:37:59+08:00', 'product_id': 6588880519264, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image33-1800.jpg?v=1641569879', 'width': 1400, 'height': 1786}"
62,MAIA - SAPHO - BOTTOM,maia-sapho-bottom,2021-12-29T20:19:12+08:00,Bottoms,0.00,MAISAPBBOTXL,True,"{'id': 28428468125792, 'created_at': '2021-12-29T20:19:12+08:00', 'position': 2, 'updated_at': '2021-12-29T20:19:12+08:00', 'product_id': 6588880486496, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_SAPHO_FRONTcopy.jpg?v=1640780352', 'width': 1400, 'height': 1786}"
63,SARIA - PRENE - BOTTOM,saria-prene-bottom,2021-12-15T13:59:27+08:00,Bottoms,0.00,SARPREBBOTXL,True,"{'id': 28397210075232, 'created_at': '2021-12-16T16:46:31+08:00', 'position': 2, 'updated_at': '2021-12-16T16:46:33+08:00', 'product_id': 6586858471520, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.SARIA_PRENE_FRONTcopy_89047031-bae8-4d79-814e-bc07dafab766.jpg?v=1639644393', 'width': 1400, 'height': 1786}"
64,VINCA - PRENE,vinca-prene,2021-12-15T13:59:26+08:00,Swimwear,99.00,VINPRETOPXL,False,"{'id': 28397206470752, 'created_at': '2021-12-16T16:45:21+08:00', 'position': 9, 'updated_at': '2021-12-16T16:45:23+08:00', 'product_id': 6586858438752, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image105-1003.jpg?v=1639644323', 'width': 1400, 'height': 1786}"
65,VINCA - PRENE - BOTTOM,vinca-prene-bottom,2021-12-15T13:59:25+08:00,Bottoms,0.00,VINPREBOTXL,True,"{'id': 28397210206304, 'created_at': '2021-12-16T16:47:07+08:00', 'position': 2, 'updated_at': '2021-12-16T16:47:08+08:00', 'product_id': 6586858405984, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_PRENE_FRONTcopy_c88864c5-5128-4a87-add4-d2218896199f.jpg?v=1639644428', 'width': 1400, 'height': 1786}"
66,SARIA - PRENE,saria-prene,2021-12-15T13:59:29+08:00,Swimwear,109.00,SARPRETOPXL,True,"{'id': 28397204897888, 'created_at': '2021-12-16T16:44:53+08:00', 'position': 11, 'updated_at': '2021-12-16T16:44:55+08:00', 'product_id': 6586858504288, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image36-2257.jpg?v=1639644295', 'width': 1400, 'height': 1786}"
67,MACI - PRENE,maci-prene,2021-12-15T13:59:24+08:00,Swimwear,99.00,MACPRETOPXL,True,"{'id': 28397201457248, 'created_at': '2021-12-16T16:44:17+08:00', 'position': 11, 'updated_at': '2021-12-16T16:44:18+08:00', 'product_id': 6586858373216, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image52-273.jpg?v=1639644258', 'width': 1400, 'height': 1786}"
68,MACI - PRENE - BOTTOM,maci-prene-bottom,2021-12-15T13:59:22+08:00,Bottoms,0.00,MACPREBBOTXL,True,"{'id': 28397209682016, 'created_at': '2021-12-16T16:46:08+08:00', 'position': 2, 'updated_at': '2021-12-16T16:46:09+08:00', 'product_id': 6586858307680, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MACI_PRENE_FRONTcopy_be0cc4c1-0fea-4731-b5f6-75b1e6760d76.jpg?v=1639644369', 'width': 1400, 'height': 1786}"
