,title,handle,created,product_type,price,sku,available,image
69,CECE - PRENE,cece-prene,2021-12-15T13:59:31+08:00,OnePiece,119.00,CECPREOPXL,True,"{'id': 28397192609888, 'created_at': '2021-12-16T16:43:30+08:00', 'position': 9, 'updated_at': '2021-12-16T16:43:32+08:00', 'product_id': 6586858569824, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image32-756.jpg?v=1639644212', 'width': 1400, 'height': 1786}"
70,LENNY - FRANCHE,lenny-franche,2021-10-05T15:03:02+08:00,CLOTHING,79.00,LENFRASARONG,True,"{'id': 28208165060704, 'created_at': '2021-10-05T15:03:02+08:00', 'position': 10, 'updated_at': '2021-10-05T15:03:02+08:00', 'product_id': 6575322857568, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/10.LENNY_FRANCHE_HOVER.jpg?v=1633417382', 'width': 1400, 'height': 1786}"
71,MALA - CITRONE,mala-citrone,2021-12-15T13:51:30+08:00,Swimwear,89.00,MALCITTOPXL,True,"{'id': 28396819644512, 'created_at': '2021-12-16T16:02:05+08:00', 'position': 9, 'updated_at': '2021-12-16T16:02:08+08:00', 'product_id': 6586855817312, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image2-2164.jpg?v=1639641728', 'width': 1400, 'height': 1786}"
72,MALA - CITRONE - BOTTOM,mala-citrone-bottom,2021-12-15T13:51:28+08:00,Bottoms,0.00,MALCITBOTXL,True,"{'id': 28397214498912, 'created_at': '2021-12-16T16:51:45+08:00', 'position': 2, 'updated_at': '2021-12-16T16:51:46+08:00', 'product_id': 6586855784544, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MALA_CITRONE_FRONTcopy_1acbcca1-0517-44fa-a75b-95c4db5aec1d.jpg?v=1639644706', 'width': 1400, 'height': 1786}"
73,VINCA - CITRONE,vinca-citrone,2021-12-15T13:51:25+08:00,Swimwear,79.00,VANCITTOPXL,True,"{'id': 28396822790240, 'created_at': '2021-12-16T16:03:27+08:00', 'position': 9, 'updated_at': '2021-12-16T16:03:29+08:00', 'product_id': 6586855653472, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image149-1651.jpg?v=1639641809', 'width': 1400, 'height': 1786}"
74,VINCA - CITRONE - BOTTOM,vinca-citrone-bottom,2021-12-15T13:51:24+08:00,Bottoms,0.00,VANCITBOTXL,False,"{'id': 28397214597216, 'created_at': '2021-12-16T16:52:22+08:00', 'position': 2, 'updated_at': '2021-12-16T16:52:23+08:00', 'product_id': 6586855620704, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_CITRONE_FRONT_4fe8c3a6-a265-44ad-9112-13ef9869acb7.jpg?v=1639644743', 'width': 1400, 'height': 1786}"
75,MICA - CITRONE,mica-citrone,2021-12-15T13:51:20+08:00,Swimwear,79.00,MICCITTOPXL,True,"{'id': 28396821610592, 'created_at': '2021-12-16T16:02:55+08:00', 'position': 11, 'updated_at': '2021-12-16T16:02:57+08:00', 'product_id': 6586855522400, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image129-1781.jpg?v=1639641777', 'width': 1400, 'height': 1786}"
76,MICA - CITRONE - BOTTOM,mica-citrone-bottom,2021-12-15T13:51:18+08:00,Bottoms,0.00,MICCITBBOTXL,True,"{'id': 28397214531680, 'created_at': '2021-12-16T16:52:05+08:00', 'position': 2, 'updated_at': '2021-12-16T16:52:06+08:00', 'product_id': 6586855456864, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MICA_CITRONE_FRONTcopy_e8cc2f7a-bc64-4f5a-8f88-6f094df6d5a4.jpg?v=1639644726', 'width': 1400, 'height': 1786}"
77,BOEY BUCKET HAT - DEIA,boey-bucket-hat-deia,2021-12-15T13:51:34+08:00,Accessories,59.00,BOEDEIHAT,True,"{'id': 28396823543904, 'created_at': '2021-12-16T16:03:50+08:00', 'position': 7, 'updated_at': '2021-12-16T16:03:52+08:00', 'product_id': 6586855981152, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/7.Triangl_image106-1007.jpg?v=1639641832', 'width': 1400, 'height': 1786}"
78,CELESTE - DEIA,celeste-deia,2021-12-15T13:51:33+08:00,Bottoms,69.00,CELDEIABOTXL,True,"{'id': 28396825673824, 'created_at': '2021-12-16T16:04:14+08:00', 'position': 8, 'updated_at': '2021-12-16T16:04:16+08:00', 'product_id': 6586855948384, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image94-408.jpg?v=1639641856', 'width': 1400, 'height': 1786}"
79,RHIAN - DEIA,rhian-deia,2021-12-15T13:51:32+08:00,Swimwear,109.00,RHIDEITOPXL,False,"{'id': 28396828295264, 'created_at': '2021-12-16T16:05:05+08:00', 'position': 9, 'updated_at': '2021-12-16T16:05:12+08:00', 'product_id': 6586855882848, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image152-1721.jpg?v=1639641912', 'width': 1400, 'height': 1786}"
80,RHIAN - DEIA - BOTTOM,rhian-deia-bottom,2021-12-15T13:51:31+08:00,Bottoms,0.00,RHIDEIBOTXL,True,"{'id': 28397102366816, 'created_at': '2021-12-16T16:34:54+08:00', 'position': 2, 'updated_at': '2021-12-16T16:34:55+08:00', 'product_id': 6586855850080, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.RHIAN_DEIA_FRONTcopy_4a3e6b8c-4919-4297-bb19-c68a666940ec.jpg?v=1639643695', 'width': 1400, 'height': 1786}"
81,VINCA - DEIA,vinca-deia,2021-12-15T13:51:27+08:00,Swimwear,99.00,VINDEITOPXL,True,"{'id': 28396835438688, 'created_at': '2021-12-16T16:07:00+08:00', 'position': 9, 'updated_at': '2021-12-16T16:07:02+08:00', 'product_id': 6586855751776, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image27-477.jpg?v=1639642022', 'width': 1400, 'height': 1786}"
82,VINCA - DEIA - BOTTOM,vinca-deia-bottom,2021-12-15T13:51:26+08:00,Bottoms,0.00,VINDEIBOTXL,True,"{'id': 28397111967840, 'created_at': '2021-12-16T16:35:52+08:00', 'position': 2, 'updated_at': '2021-12-16T16:35:54+08:00', 'product_id': 6586855719008, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_DEIA_FRONTcopy_fbf9afeb-74b6-45bb-a9f9-f30e7c7f3333.jpg?v=1639643754', 'width': 1400, 'height': 1786}"
83,MAIA - DEIA,maia-deia,2021-12-15T13:51:23+08:00,Swimwear,99.00,MAIDEITOPSPP,True,"{'id': 28396827213920, 'created_at': '2021-12-16T16:04:40+08:00', 'position': 11, 'updated_at': '2021-12-16T16:04:43+08:00', 'product_id': 6586855587936, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image11-2321copy.jpg?v=1639641883', 'width': 1400, 'height': 1786}"
84,MAIA - DEIA - BOTTOM,maia-deia-bottom,2021-12-15T13:51:21+08:00,Bottoms,0.00,MAIDEIBBOTXL,True,"{'id': 28397098631264, 'created_at': '2021-12-16T16:34:29+08:00', 'position': 2, 'updated_at': '2021-12-16T16:34:30+08:00', 'product_id': 6586855555168, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_DEIA_FRONTcopy_e141eb57-e01a-4e5e-a527-5dd5bb8e96b5.jpg?v=1639643670', 'width': 1400, 'height': 1786}"
85,CELESTE - TUSCAN TERRY,celeste-tuscan-terry,2021-01-22T02:09:31+08:00,Bottoms,69.00,CELTUSBOTXL,True,"{'id': 17571891118176, 'created_at': '2021-01-22T02:09:32+08:00', 'position': 8, 'updated_at': '2021-01-22T02:09:32+08:00', 'product_id': 4792480366688, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.CELESTETuscanTerry_HOVER.jpg?v=1611252572', 'width': 1400, 'height': 1786}"
86,VINCA - MIRA - BOTTOM,vinca-mira-bottom,2021-12-15T04:32:25+08:00,Bottoms,0.00,VINMIR2BOTXL,True,"{'id': 28397211451488, 'created_at': '2021-12-16T16:48:59+08:00', 'position': 2, 'updated_at': '2021-12-16T16:49:00+08:00', 'product_id': 6586792378464, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_MIRA_FRONTcopy_ee2f223e-87d9-4c29-b068-72286eda0508.jpg?v=1639644540', 'width': 1400, 'height': 1786}"
87,VANCE - MIRA,vance-mira,2021-12-15T04:32:30+08:00,Swimwear,89.00,VANMIRTOPXL,True,"{'id': 28396778061920, 'created_at': '2021-12-16T15:49:06+08:00', 'position': 9, 'updated_at': '2021-12-16T15:49:07+08:00', 'product_id': 6586792542304, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image19-2062.jpg?v=1639640947', 'width': 1400, 'height': 1786}"
88,VANCE - MIRA - BOTTOM,vance-mira-bottom,2021-12-15T04:32:29+08:00,Bottoms,0.00,VANMIRBOTXL,True,"{'id': 28397211025504, 'created_at': '2021-12-16T16:48:30+08:00', 'position': 2, 'updated_at': '2021-12-16T16:48:32+08:00', 'product_id': 6586792509536, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VANCE_MIRA_FRONTcopy_b2c3368c-2281-467c-a95e-dc19a7685978.jpg?v=1639644512', 'width': 1400, 'height': 1786}"
89,VINCA - MIRA,vinca-mira,2021-12-15T04:32:26+08:00,Swimwear,89.00,VINMIR2TOPXL,True,"{'id': 28396779962464, 'created_at': '2021-12-16T15:49:32+08:00', 'position': 9, 'updated_at': '2021-12-16T15:49:35+08:00', 'product_id': 6586792411232, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image49-1.jpg?v=1639640975', 'width': 1400, 'height': 1786}"
90,SARIA - JENE SPARKLE - BOTTOM,saria-jene-sparkle-bottom,2021-12-15T04:32:32+08:00,Bottoms,0.00,SARJENBBOTXL,True,"{'id': 28397213188192, 'created_at': '2021-12-16T16:50:34+08:00', 'position': 2, 'updated_at': '2021-12-16T16:50:35+08:00', 'product_id': 6586792575072, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.SARIA_JENESPARKLE_FRONTcopy_69ef88c1-9187-41f0-be04-1a78fb7cc192.jpg?v=1639644635', 'width': 1400, 'height': 1786}"
91,SARIA - JENE SPARKLE,saria-jene-sparkle,2021-12-15T04:32:34+08:00,Swimwear,99.00,SARJENTOPXL,True,"{'id': 28396797329504, 'created_at': '2021-12-16T15:56:06+08:00', 'position': 11, 'updated_at': '2021-12-16T15:56:07+08:00', 'product_id': 6586792607840, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image37-2262copy.jpg?v=1639641367', 'width': 1400, 'height': 1786}"
92,MICA - MIRA,mica-mira,2021-12-15T04:32:21+08:00,Swimwear,89.00,MICMIRTOPXL,False,"{'id': 28396774490208, 'created_at': '2021-12-16T15:48:37+08:00', 'position': 11, 'updated_at': '2021-12-16T15:48:39+08:00', 'product_id': 6586792280160, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image6-1163.jpg?v=1639640919', 'width': 1400, 'height': 1786}"
93,MICA - MIRA - BOTTOM,mica-mira-bottom,2021-12-15T04:32:20+08:00,Bottoms,0.00,MICMIRBBOTXL,True,"{'id': 28397210730592, 'created_at': '2021-12-16T16:48:16+08:00', 'position': 2, 'updated_at': '2021-12-16T16:48:17+08:00', 'product_id': 6586792247392, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MICA_MIRA_FRONTcopy_81a9e044-d043-49d0-a3ba-2feece8deb22.jpg?v=1639644497', 'width': 1400, 'height': 1786}"
94,LUNA - JENE SPARKLE,luna-jene-sparkle,2021-12-15T04:32:36+08:00,CLOTHING,59.00,LUNJENSKIRTML,True,"{'id': 28396793364576, 'created_at': '2021-12-16T15:55:06+08:00', 'position': 8, 'updated_at': '2021-12-16T15:55:08+08:00', 'product_id': 6586792706144, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image95-413.jpg?v=1639641308', 'width': 1400, 'height': 1786}"
95,LENNY - MIRA,lenny-mira,2021-12-15T04:32:36+08:00,CLOTHING,79.00,LENMIRSARONG,False,"{'id': 28396769935456, 'created_at': '2021-12-16T15:47:03+08:00', 'position': 10, 'updated_at': '2021-12-16T15:47:05+08:00', 'product_id': 6586792673376, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/10.Triangl_image109-1690.jpg?v=1639640825', 'width': 1400, 'height': 1786}"
96,MAIA - JENE SPARKLE,maia-jene-sparkle,2021-12-15T04:32:24+08:00,Swimwear,89.00,MAIJENTOPSPP,True,"{'id': 28396794740832, 'created_at': '2021-12-16T15:55:35+08:00', 'position': 11, 'updated_at': '2021-12-16T15:55:37+08:00', 'product_id': 6586792345696, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image123-1037copy.jpg?v=1639641337', 'width': 1400, 'height': 1786}"
97,MAIA - JENE SPARKLE - BOTTOM,maia-jene-sparkle-bottom,2021-12-15T04:32:23+08:00,Bottoms,0.00,MAIJENBBOTXL,True,"{'id': 28397213122656, 'created_at': '2021-12-16T16:50:11+08:00', 'position': 2, 'updated_at': '2021-12-16T16:50:12+08:00', 'product_id': 6586792312928, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_JENESPARKLE_FRONTcopy_3fc625cd-50fc-4716-ba0a-7141a9797375.jpg?v=1639644612', 'width': 1400, 'height': 1786}"
98,CECE - JENE SPARKLE,cece-jene-sparkle,2021-12-15T04:32:35+08:00,OnePiece,119.00,CECJENOPXL,True,"{'id': 28396790448224, 'created_at': '2021-12-16T15:54:06+08:00', 'position': 9, 'updated_at': '2021-12-16T15:54:08+08:00', 'product_id': 6586792640608, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.Triangl_image93-372copy.jpg?v=1639641248', 'width': 1400, 'height': 1786}"
99,GRETA - JENE SPARKLE,greta-jene-sparkle,2021-12-15T04:32:28+08:00,Swimwear,89.00,GREJENTOPXL,True,"{'id': 28396791660640, 'created_at': '2021-12-16T15:54:36+08:00', 'position': 9, 'updated_at': '2021-12-16T15:54:38+08:00', 'product_id': 6586792476768, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image57-460.jpg?v=1639641278', 'width': 1400, 'height': 1786}"
100,GRETA - JENE SPARKLE - BOTTOM,greta-jene-sparkle-bottom,2021-12-15T04:32:27+08:00,Bottoms,0.00,GREJENBOTXL,True,"{'id': 28397212205152, 'created_at': '2021-12-16T16:49:40+08:00', 'position': 2, 'updated_at': '2021-12-16T16:49:41+08:00', 'product_id': 6586792444000, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_JENESPARKLE_FRONT.jpg?v=1639644581', 'width': 1400, 'height': 1786}"
101,VINCA - VALENCIA - BOTTOM,vinca-valencia-bottom,2021-11-30T20:38:06+08:00,Bottoms,0.00,VINVALBOTXL,True,"{'id': 28362696491104, 'created_at': '2021-11-30T20:38:06+08:00', 'position': 2, 'updated_at': '2021-11-30T20:38:06+08:00', 'product_id': 6584779505760, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_VALENCIA_FRONT.jpg?v=1638275886', 'width': 1400, 'height': 1786}"
102,VINCA - VALENCIA,vinca-valencia,2021-11-30T20:38:07+08:00,Swimwear,79.00,VINVALTOPXL,True,"{'id': 28366758674528, 'created_at': '2021-12-02T18:09:43+08:00', 'position': 9, 'updated_at': '2021-12-02T18:09:45+08:00', 'product_id': 6584779538528, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.VINCA_VALENCIA_HOVER.jpg?v=1638439785', 'width': 1400, 'height': 1786}"
103,MAIA - VALENCIA - BOTTOM,maia-valencia-bottom,2021-11-30T20:37:58+08:00,Bottoms,0.00,MAIVALBBOTXL,False,"{'id': 28362695606368, 'created_at': '2021-11-30T20:37:58+08:00', 'position': 2, 'updated_at': '2021-11-30T20:37:58+08:00', 'product_id': 6584779440224, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_VALENCIA_FRONT.jpg?v=1638275878', 'width': 1400, 'height': 1786}"
104,ASTER - VALENCIA,aster-valencia,2021-11-30T20:38:11+08:00,Swimwear,79.00,ASTVALTOPXL,True,"{'id': 28366757134432, 'created_at': '2021-12-02T18:07:46+08:00', 'position': 9, 'updated_at': '2021-12-02T18:07:48+08:00', 'product_id': 6584779604064, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.ASTER_VALENCIA_HOVER.jpg?v=1638439668', 'width': 1400, 'height': 1786}"
105,ASTER - VALENCIA - BOTTOM,aster-valencia-bottom,2021-11-30T20:38:10+08:00,Bottoms,0.00,ASTVALBOTXL,True,"{'id': 28362697113696, 'created_at': '2021-11-30T20:38:10+08:00', 'position': 2, 'updated_at': '2021-11-30T20:38:10+08:00', 'product_id': 6584779571296, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.ASTER_VALENCIA_FRONT.jpg?v=1638275890', 'width': 1400, 'height': 1786}"
106,MAIA - VALENCIA,maia-valencia,2021-11-30T20:38:00+08:00,Swimwear,79.00,MAIVALTOPSPP,False,"{'id': 28366757888096, 'created_at': '2021-12-02T18:08:16+08:00', 'position': 11, 'updated_at': '2021-12-02T18:08:19+08:00', 'product_id': 6584779472992, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.MAIA_VALENCIA_HOVER.jpg?v=1638439699', 'width': 1400, 'height': 1786}"
107,CELESTE - LUZ,celeste-luz,2021-11-30T20:19:35+08:00,Bottoms,69.00,CELLUZABOTXL,True,"{'id': 28379430518880, 'created_at': '2021-12-08T19:54:50+08:00', 'position': 8, 'updated_at': '2021-12-08T19:54:52+08:00', 'product_id': 6584776065120, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/Triangl_image4-346-edit.jpg?v=1638964492', 'width': 1400, 'height': 1786}"
108,GRETA - LUZ,greta-luz,2021-11-30T20:19:23+08:00,Swimwear,99.00,GRELUZTOPXL,True,"{'id': 28366749007968, 'created_at': '2021-12-02T18:02:18+08:00', 'position': 9, 'updated_at': '2021-12-02T18:02:20+08:00', 'product_id': 6584776032352, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.GRETA_LUZ_HOVER.jpg?v=1638439340', 'width': 1400, 'height': 1786}"
109,GRETA - LUZ - BOTTOM,greta-luz-bottom,2021-11-30T20:19:22+08:00,Bottoms,0.00,GRELUZBOTXL,True,"{'id': 28362576887904, 'created_at': '2021-11-30T20:19:22+08:00', 'position': 2, 'updated_at': '2021-11-30T20:19:22+08:00', 'product_id': 6584775999584, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_LUZ_FRONT.jpg?v=1638274762', 'width': 1400, 'height': 1786}"
110,VINCA - LUZ,vinca-luz,2021-11-30T20:19:12+08:00,Swimwear,99.00,VINLUZTOPXL,True,"{'id': 28389628412000, 'created_at': '2021-12-13T15:21:29+08:00', 'position': 9, 'updated_at': '2021-12-13T15:21:30+08:00', 'product_id': 6584775901280, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.Triangl_image3-575copy.jpg?v=1639380090', 'width': 1400, 'height': 1786}"
111,VINCA - LUZ - BOTTOM,vinca-luz-bottom,2021-11-30T20:19:11+08:00,Bottoms,0.00,VINLUZBOTXL,True,"{'id': 28362575380576, 'created_at': '2021-11-30T20:19:11+08:00', 'position': 2, 'updated_at': '2021-11-30T20:19:11+08:00', 'product_id': 6584775868512, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.VINCA_LUZ_FRONT.jpg?v=1638274751', 'width': 1400, 'height': 1786}"
112,MICA - LUZ,mica-luz,2021-11-30T20:19:05+08:00,Swimwear,99.00,MICLUZTOPXL,True,"{'id': 28389628379232, 'created_at': '2021-12-13T15:20:44+08:00', 'position': 11, 'updated_at': '2021-12-13T15:20:45+08:00', 'product_id': 6584775770208, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.Triangl_image2-1165-1400x1786-web.jpg?v=1639380045', 'width': 1400, 'height': 1786}"
113,MICA - LUZ - BOTTOM,mica-luz-bottom,2021-11-30T20:19:03+08:00,Bottoms,0.00,MICLUZBBOTXL,True,"{'id': 28362574266464, 'created_at': '2021-11-30T20:19:03+08:00', 'position': 2, 'updated_at': '2021-11-30T20:19:03+08:00', 'product_id': 6584775737440, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MICA_LUZ_FRONT.jpg?v=1638274743', 'width': 1400, 'height': 1786}"
114,RHIAN - GRANADA,rhian-granada,2021-11-30T20:19:18+08:00,Swimwear,109.00,RHIGRATOPXL,False,"{'id': 28366746648672, 'created_at': '2021-12-02T18:01:33+08:00', 'position': 9, 'updated_at': '2021-12-02T18:01:35+08:00', 'product_id': 6584775966816, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.RHIAN_GRANADA_HOVER.jpg?v=1638439295', 'width': 1400, 'height': 1786}"
115,RHIAN - GRANADA - BOTTOM,rhian-granada-bottom,2021-11-30T20:19:15+08:00,Bottoms,0.00,RHIGRABOTXL,False,"{'id': 28362575741024, 'created_at': '2021-11-30T20:19:15+08:00', 'position': 2, 'updated_at': '2021-11-30T20:19:15+08:00', 'product_id': 6584775934048, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.RHIAN_GRANADA_FRONT.jpg?v=1638274755', 'width': 1400, 'height': 1786}"
116,GRETA - GRANADA - BOTTOM,greta-granada-bottom,2021-11-30T20:19:09+08:00,Bottoms,0.00,GREGRABOTXL,True,"{'id': 28362575282272, 'created_at': '2021-11-30T20:19:09+08:00', 'position': 2, 'updated_at': '2021-11-30T20:19:09+08:00', 'product_id': 6584775835744, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_GRANADA_FRONT.jpg?v=1638274749', 'width': 1400, 'height': 1786}"
117,GRETA - GRANADA,greta-granada,2021-11-30T20:19:06+08:00,Swimwear,99.00,GREGRATOPXL,True,"{'id': 28366741700704, 'created_at': '2021-12-02T17:58:46+08:00', 'position': 9, 'updated_at': '2021-12-02T17:58:48+08:00', 'product_id': 6584775802976, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.GRETA_GRANADA_HOVER.jpg?v=1638439128', 'width': 1400, 'height': 1786}"
118,MAIA - GRANADA,maia-granada,2021-11-30T20:19:00+08:00,Swimwear,99.00,MAIGRATOPSPP,True,"{'id': 28366742716512, 'created_at': '2021-12-02T17:59:13+08:00', 'position': 11, 'updated_at': '2021-12-02T17:59:15+08:00', 'product_id': 6584775704672, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.MAIA_GRANADA_HOVER.jpg?v=1638439155', 'width': 1400, 'height': 1786}"
119,MAIA - GRANADA - BOTTOM,maia-granada-bottom,2021-11-30T20:18:59+08:00,Bottoms,0.00,MAIGRABBOTXL,True,"{'id': 28362574168160, 'created_at': '2021-11-30T20:18:59+08:00', 'position': 2, 'updated_at': '2021-11-30T20:18:59+08:00', 'product_id': 6584775671904, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.MAIA_GRANADA_FRONT.jpg?v=1638274739', 'width': 1400, 'height': 1786}"
120,NICO - TAN,nico-tan,2021-11-30T19:59:32+08:00,Bottoms,59.00,NICTANBOTXL,False,"{'id': 28366753136736, 'created_at': '2021-12-02T18:05:01+08:00', 'position': 8, 'updated_at': '2021-12-02T18:05:03+08:00', 'product_id': 6584774688864, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.NICO_TAN_HOVER.jpg?v=1638439503', 'width': 1400, 'height': 1786}"
121,LUNA - PAPAYA SPARKLE,luna-papaya-sparkle,2021-11-30T19:59:24+08:00,CLOTHING,59.00,LUNPAPSKIRTML,True,"{'id': 28366756741216, 'created_at': '2021-12-02T18:07:08+08:00', 'position': 8, 'updated_at': '2021-12-02T18:07:09+08:00', 'product_id': 6584774590560, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/8.LUNA_PAPAYASPARKLE_HOVER.jpg?v=1638439629', 'width': 1400, 'height': 1786}"
122,SARIA - PAPAYA SPARKLE,saria-papaya-sparkle,2021-11-30T19:59:08+08:00,Swimwear,99.00,SARPAPTOPXL,True,"{'id': 28366756380768, 'created_at': '2021-12-02T18:06:47+08:00', 'position': 11, 'updated_at': '2021-12-02T18:06:50+08:00', 'product_id': 6584774426720, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/11.SARIA_PAPAYASPARKLE_HOVER.jpg?v=1638439610', 'width': 1400, 'height': 1786}"
123,SARIA - PAPAYA SPARKLE - BOTTOM,saria-papaya-sparkle-bottom,2021-11-30T19:59:06+08:00,Bottoms,0.00,SARPAPBBOTXL,True,"{'id': 28362416160864, 'created_at': '2021-11-30T19:59:06+08:00', 'position': 2, 'updated_at': '2021-11-30T19:59:06+08:00', 'product_id': 6584774393952, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.SARIA_PAPAYASPARKLE_FRONT.jpg?v=1638273546', 'width': 1400, 'height': 1786}"
124,GRETA - PAPAYA SPARKLE,greta-papaya-sparkle,2021-11-30T19:58:59+08:00,Swimwear,89.00,GREPAPTOPXL,True,"{'id': 28366754250848, 'created_at': '2021-12-02T18:05:44+08:00', 'position': 9, 'updated_at': '2021-12-02T18:05:46+08:00', 'product_id': 6584774262880, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/9.GRETA_PAPAYASPARKLE_HOVER.jpg?v=1638439546', 'width': 1400, 'height': 1786}"
125,GRETA - PAPAYA SPARKLE - BOTTOM,greta-papaya-sparkle-bottom,2021-11-30T19:58:58+08:00,Bottoms,0.00,GREPAPBOTXL,True,"{'id': 28362414227552, 'created_at': '2021-11-30T19:58:58+08:00', 'position': 2, 'updated_at': '2021-11-30T19:58:58+08:00', 'product_id': 6584774197344, 'variant_ids': [], 'src': 'https://cdn.shopify.com/s/files/1/0312/1385/products/2.GRETA_PAPAYASPARKLE_FRONT.jpg?v=1638273538', 'width': 1400, 'height': 1786}"
